"Site_no","date","ParamLow","ParamHigh","Parameter","Uncen"
"01184000",1979-01-12,1.22380000555232,1.22380000555232,"CSMR",1
"01184000",1979-02-16,1.3438961469596,1.3438961469596,"Larson",1
"01184000",1979-02-16,1.08473182310319,1.08473182310319,"CSMR",1
"01184000",1979-03-12,1.78994164111305,1.78994164111305,"Larson",1
"01184000",1979-03-12,0.885757346675978,0.885757346675978,"CSMR",1
"01184000",1979-04-16,1.17946406411756,1.17946406411756,"Larson",1
"01184000",1979-04-16,1.01365252985141,1.01365252985141,"CSMR",1
"01184000",1979-05-16,1.03690836876203,1.03690836876203,"Larson",1
"01184000",1979-05-16,1.07665689638034,1.07665689638034,"CSMR",1
"01184000",1979-06-15,0.979818697816115,0.979818697816115,"Larson",1
"01184000",1979-06-15,0.956789095249993,0.956789095249993,"CSMR",1
"01184000",1979-07-20,0.909106217060906,0.909106217060906,"Larson",1
"01184000",1979-07-20,1.08473182310319,1.08473182310319,"CSMR",1
"01184000",1979-08-09,1.12459267980518,1.12459267980518,"Larson",1
"01184000",1979-08-09,1.25161364204214,1.25161364204214,"CSMR",1
"01184000",1979-09-18,1.01399610291916,1.01399610291916,"Larson",1
"01184000",1979-09-18,1.33505455151162,1.33505455151162,"CSMR",1
"01184000",1979-10-11,1.23115798308991,1.23115798308991,"Larson",1
"01184000",1979-10-11,1.02513117348214,1.02513117348214,"CSMR",1
"01184000",1979-11-19,1.27611643661093,1.27611643661093,"Larson",1
"01184000",1979-11-19,1.06804364120929,1.06804364120929,"CSMR",1
"01184000",1979-12-14,1.06989577933394,1.06989577933394,"Larson",1
"01184000",1979-12-14,0.776000458066128,0.776000458066128,"CSMR",1
"01184000",1980-01-15,0.914357020336478,0.914357020336478,"Larson",1
"01184000",1980-01-15,0.717591821437495,0.717591821437495,"CSMR",1
"01184000",1980-02-15,1.2548905796215,1.2548905796215,"Larson",1
"01184000",1980-02-15,0.801032730906971,0.801032730906971,"CSMR",1
"01184000",1980-03-18,1.71720063222616,1.71720063222616,"Larson",1
"01184000",1980-03-18,1.08473182310319,1.08473182310319,"CSMR",1
"01184000",1980-04-18,1.48994930280372,1.48994930280372,"Larson",1
"01184000",1980-04-18,0.667527275755809,0.667527275755809,"CSMR",1
"01184000",1980-05-16,0.94182825378137,0.94182825378137,"Larson",1
"01184000",1980-05-16,0.719677844174232,0.719677844174232,"CSMR",1
"01184000",1980-06-10,1.11113991078934,1.11113991078934,"Larson",1
"01184000",1980-06-10,0.834409094694762,0.834409094694762,"CSMR",1
"01184000",1980-07-09,0.893803844637229,0.893803844637229,"Larson",1
"01184000",1980-07-09,1.00129091363371,1.00129091363371,"CSMR",1
"01184000",1980-08-12,0.802326924742466,0.802326924742466,"Larson",1
"01184000",1980-08-12,0.917850004164238,0.917850004164238,"CSMR",1
"01184000",1980-09-04,0.951468608807373,0.951468608807373,"Larson",1
"01184000",1980-09-04,1.00129091363371,1.00129091363371,"CSMR",1
"01184000",1980-10-23,1.06989577933394,1.06989577933394,"Larson",1
"01184000",1980-10-23,0.776000458066128,0.776000458066128,"CSMR",1
"01184000",1980-11-18,1.22093227678201,1.22093227678201,"Larson",1
"01184000",1980-11-18,0.917850004164238,0.917850004164238,"CSMR",1
"01184000",1980-12-16,1.24293924076796,1.24293924076796,"Larson",1
"01184000",1980-12-16,0.801032730906971,0.801032730906971,"CSMR",1
"01184000",1981-01-14,1.15945034169322,1.15945034169322,"Larson",1
"01184000",1981-01-14,0.834409094694762,0.834409094694762,"CSMR",1
"01184000",1981-02-13,2.2626381286262,2.2626381286262,"Larson",1
"01184000",1981-02-13,1.54961689014741,1.54961689014741,"CSMR",1
"01184000",1981-03-12,0.94905977348809,0.94905977348809,"Larson",1
"01184000",1981-03-12,0.850558948140467,0.850558948140467,"CSMR",1
"01184000",1981-04-14,0.9471169458004,0.9471169458004,"Larson",1
"01184000",1981-04-14,0.775192965393843,0.775192965393843,"CSMR",1
"01184000",1981-05-13,0.727960941778766,0.727960941778766,"Larson",1
"01184000",1981-05-13,0.979040004441853,0.979040004441853,"CSMR",1
"01184000",1981-06-15,0.77707541568814,0.77707541568814,"Larson",1
"01184000",1981-06-15,0.865699435745815,0.865699435745815,"CSMR",1
"01184000",1981-07-08,0.856271292518294,0.856271292518294,"Larson",1
"01184000",1981-07-08,1.01241636822964,1.01241636822964,"CSMR",1
"01184000",1981-08-06,1.17982107492114,1.17982107492114,"Larson",1
"01184000",1981-08-06,1.00129091363371,1.00129091363371,"CSMR",1
"01184000",1981-09-03,0.953955699261069,0.953955699261069,"Larson",1
"01184000",1981-09-03,1.07665689638034,1.07665689638034,"CSMR",1
"01184000",1981-10-28,0.853781951248024,0.853781951248024,"Larson",1
"01184000",1981-10-28,0.709247730490547,0.709247730490547,"CSMR",1
"01184000",1981-11-17,0.895183296738722,0.895183296738722,"Larson",1
"01184000",1981-11-17,0.792688639960023,0.792688639960023,"CSMR",1
"01184000",1981-12-17,1.16817273257267,1.16817273257267,"CSMR",1
"01184000",1982-01-15,1.12870937414882,1.12870937414882,"Larson",1
"01184000",1982-01-15,0.792688639960023,0.792688639960023,"CSMR",1
"01184000",1982-02-16,1.08473182310319,1.08473182310319,"CSMR",1
"01184000",1982-03-17,1.63864038183492,1.63864038183492,"Larson",1
"01184000",1982-03-17,1.00129091363371,1.00129091363371,"CSMR",1
"01184000",1982-04-13,0.59703365677864,0.59703365677864,"Larson",1
"01184000",1982-04-13,1.04579273201743,1.04579273201743,"CSMR",1
"01184000",1982-05-13,0.878334544593408,0.878334544593408,"Larson",1
"01184000",1982-05-13,0.71202909413953,0.71202909413953,"CSMR",1
"01184000",1982-06-17,0.809376821853919,0.809376821853919,"CSMR",1
"01184000",1982-07-13,0.77744381058221,0.77744381058221,"Larson",1
"01184000",1982-07-13,1.0346672774215,1.0346672774215,"CSMR",1
"01184000",1982-08-10,1.00129091363371,1.00129091363371,"CSMR",1
"01184000",1982-09-03,1.01959859594247,1.01959859594247,"Larson",1
"01184000",1982-09-03,0.801032730906971,0.801032730906971,"CSMR",1
"01184000",1982-10-20,1.16817273257267,1.16817273257267,"CSMR",1
"01184000",1982-11-15,0.888911928631469,0.888911928631469,"Larson",1
"01184000",1982-11-15,0.834409094694762,0.834409094694762,"CSMR",1
"01184000",1982-12-14,0.73428000333139,0.73428000333139,"CSMR",1
"01184000",1983-01-12,1.85553890355908,1.85553890355908,"Larson",1
"01184000",1983-01-12,0.684215457649704,0.684215457649704,"CSMR",1
"01184000",1983-03-07,0.776000458066128,0.776000458066128,"CSMR",1
"01184000",1983-04-13,1.06804364120929,1.06804364120929,"CSMR",1
"01184000",1983-05-18,0.80305532759878,0.80305532759878,"Larson",1
"01184000",1983-05-18,0.718875527737025,0.718875527737025,"CSMR",1
"01184000",1983-06-14,1.0346672774215,1.0346672774215,"CSMR",1
"01184000",1983-07-12,0.965925355627213,0.965925355627213,"Larson",1
"01184000",1983-07-12,1.08473182310319,1.08473182310319,"CSMR",1
"01184000",1983-08-15,1.11254545959302,1.11254545959302,"CSMR",1
"01184000",1983-09-02,1.00129091363371,1.00129091363371,"CSMR",1
"01184000",1983-10-25,1.08473182310319,1.08473182310319,"CSMR",1
"01184000",1983-11-15,0.961257614712079,0.961257614712079,"Larson",1
"01184000",1983-11-15,0.667527275755809,0.667527275755809,"CSMR",1
"01184000",1983-12-15,0.645276366563949,0.645276366563949,"CSMR",1
"01184000",1984-01-25,2.04638915491981,2.04638915491981,"Larson",1
"01184000",1984-01-25,1.86907637211627,1.86907637211627,"CSMR",1
"01184000",1984-03-13,0.917850004164238,0.917850004164238,"CSMR",1
"01184000",1984-04-18,0.667527275755809,0.667527275755809,"CSMR",1
"01184000",1984-05-14,1.10995592873966,1.10995592873966,"Larson",1
"01184000",1984-05-14,0.74540545792732,0.74540545792732,"CSMR",1
"01184000",1984-06-21,0.776000458066128,0.776000458066128,"CSMR",1
"01184000",1984-07-10,0.791005853731729,0.791005853731729,"Larson",1
"01184000",1984-07-10,0.878910913078482,0.878910913078482,"CSMR",1
"01184000",1984-08-17,0.527346547847089,0.527346547847089,"CSMR",1
"01184000",1984-09-05,1.06804364120929,1.06804364120929,"CSMR",1
"01184000",1984-10-23,1.00129091363371,1.00129091363371,"CSMR",1
"01184000",1984-11-15,0.959622207945851,0.959622207945851,"Larson",1
"01184000",1984-11-15,0.801032730906971,0.801032730906971,"CSMR",1
"01184000",1984-12-18,0.917850004164238,0.917850004164238,"CSMR",1
"01184000",1985-01-14,1.33721154123744,1.33721154123744,"Larson",1
"01184000",1985-01-14,0.917850004164238,0.917850004164238,"CSMR",1
"01184000",1985-03-13,0.959570458898976,0.959570458898976,"CSMR",1
"01184000",1985-04-16,0.8761295494295,0.8761295494295,"CSMR",1
"01184000",1985-05-14,1.1348575676577,1.1348575676577,"Larson",1
"01184000",1985-05-14,0.801032730906971,0.801032730906971,"CSMR",1
"01184000",1985-06-19,0.834409094694762,0.834409094694762,"CSMR",1
"01184000",1985-07-08,1.05341167403673,1.05341167403673,"Larson",1
"01184000",1985-07-08,1.00129091363371,1.00129091363371,"CSMR",1
"01184000",1985-08-14,0.917850004164238,0.917850004164238,"CSMR",1
"01184000",1985-09-05,0.917850004164238,0.917850004164238,"CSMR",1
"01184000",1985-10-22,1.11254545959302,1.11254545959302,"CSMR",1
"01184000",1985-11-12,0.939411271120171,0.939411271120171,"Larson",1
"01184000",1985-11-12,1.0346672774215,1.0346672774215,"CSMR",1
"01184000",1985-12-13,1.15090909613071,1.15090909613071,"CSMR",1
"01184000",1986-01-15,1.1448004214841,1.1448004214841,"Larson",1
"01184000",1986-01-15,1.08473182310319,1.08473182310319,"CSMR",1
"01184000",1986-03-10,1.08473182310319,1.08473182310319,"CSMR",1
"01184000",1986-04-14,0.76139829890897,0.76139829890897,"CSMR",1
"01184000",1986-05-14,0.826065003747814,0.826065003747814,"CSMR",1
"01184000",1986-06-16,1.09029455040115,1.09029455040115,"CSMR",1
"01184000",1986-07-07,1.17006009858276,1.17006009858276,"Larson",1
"01184000",1986-07-07,0.917850004164238,0.917850004164238,"CSMR",1
"01184000",1986-08-11,0.990165459037784,0.990165459037784,"CSMR",1
"01184000",1986-09-03,0.834409094694762,0.834409094694762,"CSMR",1
"01184000",1986-10-21,0.792688639960023,0.792688639960023,"CSMR",1
"01184000",1986-11-13,1.20927056202886,1.20927056202886,"Larson",1
"01184000",1986-11-13,0.759312276172233,0.759312276172233,"CSMR",1
"01184000",1986-12-16,0.917850004164238,0.917850004164238,"CSMR",1
"01184000",1987-01-13,1.72636517796737,1.72636517796737,"Larson",1
"01184000",1987-01-13,1.50193637045057,1.50193637045057,"CSMR",1
"01184000",1987-03-10,1.25161364204214,1.25161364204214,"CSMR",1
"01184000",1987-04-21,0.990165459037784,0.990165459037784,"CSMR",1
"01184000",1987-05-12,0.703333961394113,0.703333961394113,"Larson",1
"01184000",1987-05-12,1.50193637045057,1.50193637045057,"CSMR",1
"01184000",1987-06-16,1.00129091363371,1.00129091363371,"CSMR",1
"01184000",1987-07-07,1.10140534821639,1.10140534821639,"Larson",1
"01184000",1987-07-07,0.517333638710752,0.517333638710752,"CSMR",1
"01184000",1987-08-11,1.08473182310319,1.08473182310319,"CSMR",1
"01184000",1987-09-01,0.867785458482552,0.867785458482552,"CSMR",1
"01184000",1987-10-19,0.447243274756392,0.447243274756392,"CSMR",1
"01184000",1987-11-10,1.12459267980518,1.12459267980518,"Larson",1
"01184000",1987-11-10,1.25161364204214,1.25161364204214,"CSMR",1
"01184000",1987-12-14,0.801032730906971,0.801032730906971,"CSMR",1
"01184000",1988-01-15,1.18184413614145,1.18184413614145,"Larson",1
"01184000",1988-01-15,0.934538186058133,0.934538186058133,"CSMR",1
"01184000",1988-03-09,1.25161364204214,1.25161364204214,"CSMR",1
"01184000",1988-04-11,0.55905409344549,0.55905409344549,"CSMR",1
"01184000",1988-05-09,1.33440000702907,1.33440000702907,"Larson",1
"01184000",1988-05-09,0.520671275089531,0.520671275089531,"CSMR",1
"01184000",1988-06-13,1.08473182310319,1.08473182310319,"CSMR",1
"01184000",1988-07-11,1.07440376012859,1.07440376012859,"Larson",1
"01184000",1988-07-11,0.934538186058133,0.934538186058133,"CSMR",1
"01184000",1988-08-08,0.801032730906971,0.801032730906971,"CSMR",1
"01184000",1988-09-07,0.742624094278338,0.742624094278338,"CSMR",1
"01184000",1988-10-17,0.801032730906971,0.801032730906971,"CSMR",1
"01184000",1988-11-09,2.14148835849555,2.14148835849555,"Larson",1
"01184000",1988-11-09,0.650839093861914,0.650839093861914,"CSMR",1
"01184000",1988-12-19,0.667527275755809,0.667527275755809,"CSMR",1
"01184000",1989-01-09,1.6444664844965,1.6444664844965,"Larson",1
"01184000",1989-01-09,1.20154909636046,1.20154909636046,"CSMR",1
"01184000",1989-03-13,1.06804364120929,1.06804364120929,"CSMR",1
"01184000",1989-04-10,0.650839093861914,0.650839093861914,"CSMR",1
"01184000",1989-05-08,1.52530141547978,1.52530141547978,"Larson",1
"01184000",1989-05-08,0.7009036395436,0.7009036395436,"CSMR",1
"01184000",1989-06-13,0.823283640098831,0.823283640098831,"CSMR",1
"01184000",1989-08-07,2.00258182726743,2.00258182726743,"CSMR",1
"01184000",1989-09-06,1.08473182310319,1.08473182310319,"CSMR",1
"01184000",1989-10-20,0.934538186058133,0.934538186058133,"CSMR",1
"01184000",1989-11-20,0.889831501913426,0.889831501913426,"Larson",1
"01184000",1989-11-20,0.801032730906971,0.801032730906971,"CSMR",1
"01184000",1989-12-08,0.834409094694762,0.834409094694762,"CSMR",1
"01184000",1990-01-12,1.08831549658566,1.08831549658566,"Larson",1
"01184000",1990-01-12,1.25161364204214,1.25161364204214,"CSMR",1
"01184000",1990-03-12,1.2919882756564,1.2919882756564,"CSMR",1
"01184000",1990-04-09,1.06804364120929,1.06804364120929,"CSMR",1
"01184000",1990-05-10,1.0232925939919,1.0232925939919,"Larson",1
"01184000",1990-05-10,1.11254545959302,1.11254545959302,"CSMR",1
"01184000",1990-06-12,1.33505455151162,1.33505455151162,"CSMR",1
"01184000",1990-07-10,0.687146222074569,0.687146222074569,"Larson",1
"01184000",1990-07-10,1.48339394612402,1.48339394612402,"CSMR",1
"01184000",1990-08-07,1.33505455151162,1.33505455151162,"CSMR",1
"01184000",1990-09-04,1.55756364343022,1.55756364343022,"CSMR",1
"01184000",1990-10-23,0.995206656867803,0.995206656867803,"Larson",1
"01184000",1990-10-23,1.08782222715762,1.08782222715762,"CSMR",1
"01184000",1990-11-21,0.757957991241272,0.757957991241272,"Larson",1
"01184000",1990-11-21,0.778781821715111,0.778781821715111,"CSMR",1
"01184000",1990-12-18,1.25161364204214,1.25161364204214,"CSMR",1
"01184000",1991-01-15,0.837187428501138,0.837187428501138,"Larson",1
"01184000",1991-01-15,1.02513117348214,1.02513117348214,"CSMR",1
"01184000",1991-03-11,1.03705130340635,1.03705130340635,"CSMR",1
"01184000",1991-04-12,1.06804364120929,1.06804364120929,"CSMR",1
"01184000",1991-05-14,1.09092554869553,1.09092554869553,"Larson",1
"01184000",1991-05-14,1.14249860658206,1.14249860658206,"CSMR",1
"01184000",1991-06-10,0.917850004164238,0.917850004164238,"CSMR",1
"01184000",1991-07-18,1.07546910024235,1.07546910024235,"Larson",1
"01184000",1991-07-18,1.41849546098109,1.41849546098109,"CSMR",1
"01184000",1991-08-14,1.46021591571583,1.46021591571583,"CSMR",1
"01184000",1991-09-05,1.44630909747092,1.44630909747092,"CSMR",1
"01184000",1991-10-21,0.647475156616555,0.647475156616555,"Larson",1
"01184000",1991-10-21,1.80788637183865,1.80788637183865,"CSMR",1
"01184000",1991-11-07,0.947264437343778,0.947264437343778,"Larson",1
"01184000",1991-11-07,1.1473125052053,1.1473125052053,"CSMR",1
"01184000",1991-12-09,1.16971606055547,1.16971606055547,"Larson",1
"01184000",1991-12-09,1.10142000499709,1.10142000499709,"CSMR",1
"01184000",1992-01-07,1.11200607862096,1.11200607862096,"Larson",1
"01184000",1992-01-07,1.1473125052053,1.1473125052053,"CSMR",1
"01184000",1992-03-24,1.07239887651967,1.07239887651967,"Larson",1
"01184000",1992-03-24,1.43041559090531,1.43041559090531,"CSMR",1
"01184000",1992-04-20,1.03127394016835,1.03127394016835,"Larson",1
"01184000",1992-04-20,1.39068182449127,1.39068182449127,"CSMR",1
"01184000",1992-05-27,0.850448344383812,0.850448344383812,"Larson",1
"01184000",1992-05-27,1.33505455151162,1.33505455151162,"CSMR",1
"01184000",1992-06-19,1.30192092226658,1.30192092226658,"Larson",1
"01184000",1992-06-19,1.33505455151162,1.33505455151162,"CSMR",1
"01184000",1992-07-06,0.983507683656524,0.983507683656524,"Larson",1
"01184000",1992-07-06,1.50731965493247,1.50731965493247,"CSMR",1
"01184000",1992-08-21,1.04041281491309,1.04041281491309,"Larson",1
"01184000",1992-08-21,1.39965396529444,1.39965396529444,"CSMR",1
"01184000",1992-09-24,0.808862580927283,0.808862580927283,"Larson",1
"01184000",1992-09-24,1.51710744489957,1.51710744489957,"CSMR",1
"01184000",1992-11-16,0.791857708948639,0.791857708948639,"Larson",1
"01184000",1992-11-16,1.19907677311692,1.19907677311692,"CSMR",1
"01184000",1993-01-20,1.17317387376871,1.17317387376871,"Larson",1
"01184000",1993-01-20,1.26600000574378,1.26600000574378,"CSMR",1
"01184000",1993-03-29,1.66412958097933,1.66412958097933,"Larson",1
"01184000",1993-03-29,2.40309819272091,2.40309819272091,"CSMR",1
"01184000",1993-04-02,1.31718340318476,1.31718340318476,"Larson",1
"01184000",1993-04-02,1.38056777485861,1.38056777485861,"CSMR",1
"01184000",1993-04-13,0.985498031859278,0.985498031859278,"Larson",1
"01184000",1993-04-13,1.03307792676494,1.03307792676494,"CSMR",1
"01184000",1993-05-04,0.723183019387128,0.723183019387128,"Larson",1
"01184000",1993-05-04,1.22380000555232,1.22380000555232,"CSMR",1
"01184000",1993-05-27,0.868357861872838,0.868357861872838,"Larson",1
"01184000",1993-05-27,1.38109091535685,1.38109091535685,"CSMR",1
"01184000",1993-06-23,0.831660472295198,0.831660472295198,"Larson",1
"01184000",1993-06-23,1.22380000555232,1.22380000555232,"CSMR",1
"01184000",1993-07-08,1.07745652957044,1.07745652957044,"Larson",1
"01184000",1993-07-08,1.16817273257267,1.16817273257267,"CSMR",1
"01184000",1993-07-26,1.16337173772949,1.16337173772949,"Larson",1
"01184000",1993-07-26,1.25161364204214,1.25161364204214,"CSMR",1
"01184000",1993-08-10,1.05430563731735,1.05430563731735,"Larson",1
"01184000",1993-08-10,1.25161364204214,1.25161364204214,"CSMR",1
"01184000",1993-08-25,1.07745652957044,1.07745652957044,"Larson",1
"01184000",1993-08-25,1.16817273257267,1.16817273257267,"CSMR",1
"01184000",1993-09-16,0.897880441308696,0.897880441308696,"Larson",1
"01184000",1993-09-16,1.16817273257267,1.16817273257267,"CSMR",1
"01184000",1993-10-14,0.825036768009097,0.825036768009097,"Larson",1
"01184000",1993-10-14,1.1473125052053,1.1473125052053,"CSMR",1
"01184000",1993-11-18,0.983697684933923,0.983697684933923,"Larson",1
"01184000",1993-11-18,1.1473125052053,1.1473125052053,"CSMR",1
"01184000",1993-12-16,1.08487099013294,1.08487099013294,"Larson",1
"01184000",1993-12-16,0.967914549845923,0.967914549845923,"CSMR",1
"01184000",1994-01-25,1.35199480389221,1.35199480389221,"Larson",1
"01184000",1994-01-25,1.33505455151162,1.33505455151162,"CSMR",1
"01184000",1994-02-16,1.27525634154271,1.27525634154271,"Larson",1
"01184000",1994-02-16,1.66881818938952,1.66881818938952,"CSMR",1
"01184000",1994-03-21,1.78194055160658,1.78194055160658,"Larson",1
"01184000",1994-03-21,1.72636364419606,1.72636364419606,"CSMR",1
"01184000",1994-04-01,1.36931095529599,1.36931095529599,"Larson",1
"01184000",1994-04-01,1.60701010830102,1.60701010830102,"CSMR",1
"01184000",1994-04-13,1.09924560463216,1.09924560463216,"Larson",1
"01184000",1994-04-13,1.0986386413481,1.0986386413481,"CSMR",1
"01184000",1994-04-29,0.842729339229388,0.842729339229388,"Larson",1
"01184000",1994-04-29,1.00129091363371,1.00129091363371,"CSMR",1
"01184000",1994-05-19,1.07914241392069,1.07914241392069,"Larson",1
"01184000",1994-05-19,1.09474473223953,1.09474473223953,"CSMR",1
"01184000",1994-05-24,1.01706494727348,1.01706494727348,"Larson",1
"01184000",1994-05-24,1.19907677311692,1.19907677311692,"CSMR",1
"01184000",1994-06-02,0.825829311681281,0.825829311681281,"Larson",1
"01184000",1994-06-02,1.08473182310319,1.08473182310319,"CSMR",1
"01184000",1994-06-10,0.903849648106983,0.903849648106983,"Larson",1
"01184000",1994-06-10,1.23616162177002,1.23616162177002,"CSMR",1
"01184000",1994-07-22,1.17046441677723,1.17046441677723,"Larson",1
"01184000",1994-07-22,1.39965396529444,1.39965396529444,"CSMR",1
"01184000",1994-08-18,0.902465777195927,0.902465777195927,"Larson",1
"01184000",1994-08-18,1.61127273458299,1.61127273458299,"CSMR",1
"01184000",1994-08-24,0.837041579901534,0.837041579901534,"Larson",1
"01184000",1994-08-24,1.54044755943648,1.54044755943648,"CSMR",1
"01184000",1994-08-30,1.05935042569829,1.05935042569829,"Larson",1
"01184000",1994-08-30,1.48339394612402,1.48339394612402,"CSMR",1
"01184000",1994-09-22,0.788974802431965,0.788974802431965,"Larson",1
"01184000",1994-09-22,1.55756364343022,1.55756364343022,"CSMR",1
"01184000",1994-10-25,0.867568828790306,0.867568828790306,"Larson",1
"01184000",1994-10-25,1.56451705255268,1.56451705255268,"CSMR",1
"01184000",1994-11-29,1.17739296038238,1.17739296038238,"Larson",1
"01184000",1994-11-29,2.22509091918603,2.22509091918603,"CSMR",1
"01184000",1994-12-21,1.15826135854428,1.15826135854428,"Larson",1
"01184000",1994-12-21,1.3112142916632,1.3112142916632,"CSMR",1
"01184000",1995-01-18,0.948236434619361,0.948236434619361,"Larson",1
"01184000",1995-01-18,1.59626087680737,1.59626087680737,"CSMR",1
"01184000",1995-02-17,1.02020507323416,1.02020507323416,"Larson",1
"01184000",1995-02-17,1.66881818938952,1.66881818938952,"CSMR",1
"01184000",1995-03-15,1.24691731173065,1.24691731173065,"Larson",1
"01184000",1995-03-15,1.66881818938952,1.66881818938952,"CSMR",1
"01184000",1995-04-25,1.57981085933359,1.57981085933359,"Larson",1
"01184000",1995-04-25,1.41207692948344,1.41207692948344,"CSMR",1
"01184000",1995-05-12,0.887502518499038,0.887502518499038,"Larson",1
"01184000",1995-05-12,1.43041559090531,1.43041559090531,"CSMR",1
"01184000",1995-06-28,1.29645188388734,1.29645188388734,"Larson",1
"01184000",1995-06-28,1.46021591571583,1.46021591571583,"CSMR",1
"01184000",1995-07-28,1.13481655806522,1.13481655806522,"Larson",1
"01184000",1995-07-28,1.50731965493247,1.50731965493247,"CSMR",1
"01184000",1995-08-21,1.06494261890746,1.06494261890746,"Larson",1
"01184000",1995-08-21,1.46021591571583,1.46021591571583,"CSMR",1
"01184000",1995-08-28,1.15441771025404,1.15441771025404,"Larson",1
"01184000",1995-08-28,1.16817273257267,1.16817273257267,"CSMR",1
"01184000",1995-08-31,0.976440691699933,0.976440691699933,"Larson",1
"01184000",1995-08-31,1.33505455151162,1.33505455151162,"CSMR",1
"01184000",1995-09-29,0.955266320317413,0.955266320317413,"Larson",1
"01184000",1995-09-29,1.89132728130813,1.89132728130813,"CSMR",1
"01184000",1995-10-24,1.21213859576674,1.21213859576674,"Larson",1
"01184000",1995-10-24,1.16817273257267,1.16817273257267,"CSMR",1
"01184000",1995-12-08,0.860338419615722,0.860338419615722,"Larson",1
"01184000",1995-12-08,1.22380000555232,1.22380000555232,"CSMR",1
"01184000",1996-04-09,1.14334884331985,1.14334884331985,"Larson",1
"01184000",1996-04-09,1.35977778394702,1.35977778394702,"CSMR",1
"01184000",1996-06-20,0.790503330511941,0.790503330511941,"Larson",1
"01184000",1996-06-20,1.45114625164306,1.45114625164306,"CSMR",1
"01184000",1996-07-26,0.812720002694478,0.812720002694478,"Larson",1
"01184000",1996-07-26,1.26249723892947,1.26249723892947,"CSMR",1
"01184000",1996-08-14,0.800344190323894,0.800344190323894,"Larson",1
"01184000",1996-08-14,1.35977778394702,1.35977778394702,"CSMR",1
"01184000",1996-09-16,1.05500094209117,1.05500094209117,"Larson",1
"01184000",1996-09-16,1.50193637045057,1.50193637045057,"CSMR",1
"01184000",1996-10-11,1.0442945209044,1.0442945209044,"Larson",1
"01184000",1996-10-11,1.54961689014741,1.54961689014741,"CSMR",1
"01184000",1996-12-04,0.796308359619141,0.796308359619141,"Larson",1
"01184000",1996-12-04,1.14035909608284,1.14035909608284,"CSMR",1
"01184000",1997-02-07,1.89897229080451,1.89897229080451,"Larson",1
"01184000",1997-02-07,2.62242858332639,2.62242858332639,"CSMR",1
"01184000",1997-04-10,1.15645189495049,1.15645189495049,"Larson",1
"01184000",1997-04-10,1.24357260524581,1.24357260524581,"CSMR",1
"01184000",1997-05-14,1.01831681053917,1.01831681053917,"Larson",1
"01184000",1997-05-14,1.23519962829004,1.23519962829004,"CSMR",1
"01184000",1997-06-11,0.974267240447375,0.974267240447375,"Larson",1
"01184000",1997-06-11,1.49904872542207,1.49904872542207,"CSMR",1
"01184000",1997-07-09,0.919416829750946,0.919416829750946,"Larson",1
"01184000",1997-07-09,1.58501319820479,1.58501319820479,"CSMR",1
"01184000",1997-08-15,1.06430904487306,1.06430904487306,"Larson",1
"01184000",1997-08-15,1.46641777562342,1.46641777562342,"CSMR",1
"01184000",1997-09-09,0.881290751202997,0.881290751202997,"Larson",1
"01184000",1997-09-09,1.51884413368518,1.51884413368518,"CSMR",1
"01184000",1997-10-09,0.801849144103379,0.801849144103379,"Larson",1
"01184000",1997-10-09,1.77523905489601,1.77523905489601,"CSMR",1
"01184000",1997-11-17,1.32997960145987,1.32997960145987,"Larson",1
"01184000",1997-11-17,1.905116954273,1.905116954273,"CSMR",1
"01184000",1997-12-12,1.46223424623432,1.46223424623432,"Larson",1
"01184000",1997-12-12,1.6984817028207,1.6984817028207,"CSMR",1
"01184000",1998-01-13,1.34472270857256,1.34472270857256,"Larson",1
"01184000",1998-01-13,1.31363390012542,1.31363390012542,"CSMR",1
"01184000",1998-02-10,1.11884974417099,1.11884974417099,"Larson",1
"01184000",1998-02-10,1.49329543090002,1.49329543090002,"CSMR",1
"01184000",1998-03-13,1.45398627268707,1.45398627268707,"Larson",1
"01184000",1998-03-13,1.59013454444184,1.59013454444184,"CSMR",1
"01184000",1998-04-08,1.14214945379364,1.14214945379364,"Larson",1
"01184000",1998-04-08,1.28776010889734,1.28776010889734,"CSMR",1
"01184000",1998-05-07,1.07803698347289,1.07803698347289,"Larson",1
"01184000",1998-05-07,1.50267153264854,1.50267153264854,"CSMR",1
"01184000",1998-07-08,0.863277750784181,0.863277750784181,"Larson",1
"01184000",1998-07-08,1.62097658685587,1.62097658685587,"CSMR",1
"01184000",1998-08-12,1.00178728627576,1.00178728627576,"Larson",1
"01184000",1998-08-12,1.74389239519946,1.74389239519946,"CSMR",1
"01184000",1998-09-03,0.750570910454684,0.750570910454684,"Larson",1
"01184000",1998-09-03,1.49810956901927,1.49810956901927,"CSMR",1
"01184000",1998-11-13,0.896066146112483,0.896066146112483,"Larson",1
"01184000",1998-11-13,1.68748693356627,1.68748693356627,"CSMR",1
"01184000",1998-12-10,0.814233306320962,0.814233306320962,"Larson",1
"01184000",1998-12-10,1.22883910471944,1.22883910471944,"CSMR",1
"01184000",1999-01-06,1.61737270948499,1.61737270948499,"Larson",1
"01184000",1999-01-06,2.73126020310996,2.73126020310996,"CSMR",1
"01184000",1999-02-03,1.74133520454414,1.74133520454414,"Larson",1
"01184000",1999-02-03,3.01953242649541,3.01953242649541,"CSMR",1
